('<BOS>',)的频次-----86924
('文从字顺',)的频次-----1
('出神入化',)的频次-----3
('庞天舒',)的频次-----1
('王中才',)的频次-----1
('女儿岛',)的频次-----1
('朱秀海',)的频次-----1
('马京生',)的频次-----1
('视界',)的频次-----6
('信口雌黄',)的频次-----1
('急就章',)的频次-----1
('历练',)的频次-----1
('亲疏',)的频次-----3
('痛切',)的频次-----1
('觚',)的频次-----1
('拉杂',)的频次-----2
('成章',)的频次-----1
('透辟',)的频次-----1
('奇巧',)的频次-----1
('七十一周年',)的频次-----1
('晓风',)的频次-----1
('财贸',)的频次-----3
('软指标',)的频次-----1
('浅尝辄止',)的频次-----1
('海航',)的频次-----13
('投诉率',)的频次-----1
('０．８１％',)的频次-----1
('第十五名',)的频次-----1
('２６',)的频次-----2
('陈峰',)的频次-----1
('三亚备降小组',)的频次-----1
('何渊清',)的频次-----1
('神经中枢',)的频次-----1
('发条',)的频次-----1
('今年１月２０日',)的频次-----1
('１８２',)的频次-----1
('大雾',)的频次-----1
('桂林机场',)的频次-----1
('三亚机场',)的频次-----1
('海南省航空公司',)的频次-----1
('全国人大常委会法制工作委员会研究室',)的频次-----1
('中央组织部办公厅',)的频次-----1
('梁国庆',)的频次-----4
('赵世居',)的频次-----6
('明哲保身',)的频次-----2
('中共河北省委',)的频次-----1
('全国青年兴业领头人创业事迹报告团',)的频次-----3
('庄红卫',)的频次-----4
('王宝庆',)的频次-----5
('抽油烟机',)的频次-----2
('安庆服务社',)的频次-----1
('宝庆',)的频次-----2
('丢脸',)的频次-----3
('助理工程师',)的频次-----1
('河南安阳机床厂',)的频次-----1
('安庆家庭服务社',)的频次-----1
('入托',)的频次-----2
('安阳市',)的频次-----1
('吴剑锋',)的频次-----4
('辽源市亨源纸加工厂',)的频次-----1
('白山市江源铁矿厂',)的频次-----1
('胶合板',)的频次-----2
('吉林省辽源市胶合板厂',)的频次-----1
('崔木岚',)的频次-----6
('好使',)的频次-----1
('天津市装饰布总厂',)的频次-----1
('天津美特装饰有限公司',)的频次-----1
('徐洪艳',)的频次-----1
('王玉江',)的频次-----1
('通辽分局',)的频次-----1
('沈铁通辽分局',)的频次-----1
('防城港市',)的频次-----1
('广西防城港市委',)的频次-----1
('徐文彦',)的频次-----1
('登封',)的频次-----1
('名刹',)的频次-----1
('少林寺',)的频次-----6
('登封市公安交警支队',)的频次-----1
('大同铁路法院',)的频次-----1
('山西省大同铁路运输法院',)的频次-----1
('类推',)的频次-----1
('长铝法律事务室',)的频次-----1
('中国长城铝业公司法律事务室',)的频次-----1
('７７万',)的频次-----1
('去年年终',)的频次-----1
('一百七十四个',)的频次-----1
('九十点三六分',)的频次-----1
('百分之九十七点六八',)的频次-----1
('五星派出所',)的频次-----1
('一九九六年九月',)的频次-----1
('常州市公安局',)的频次-----2
('姑息养奸',)的频次-----2
('常州市公安局党委',)的频次-----1
('周顺安',)的频次-----1
('头件',)的频次-----1
('五十九起',)的频次-----1
('纸房乡',)的频次-----1
('清丰县委',)的频次-----1
('河南省清丰县委',)的频次-----1
('刘延东',)的频次-----1
('井冈山中学',)的频次-----1
('兴国五里亭希望小学',)的频次-----1
('瑞金解放小学',)的频次-----1
('大余南溪希望小学',)的频次-----1
('南昌八一纪念馆',)的频次-----1
('邓小平同志故居',)的频次-----1
('井冈山革命博物馆',)的频次-----1
('陵园',)的频次-----1
('井冈山市',)的频次-----1
('赣州地区',)的频次-----1
('瑞金市',)的频次-----2
('大余县',)的频次-----1
('３１',)的频次-----4
('张长海',)的频次-----2
('永清县',)的频次-----2
('管家务乡',)的频次-----1
('柳园村',)的频次-----1
('永清县残联养羊扶贫基地',)的频次-----1
('海兴县',)的频次-----1
('（０１０）６４２６５３４４',)的频次-----1
('５·７６％',)的频次-----1
('６·３０％',)的频次-----1
('５０多头',)的频次-----2
('４００多棵',)的频次-----1
('心劲儿',)的频次-----1
('１００多头',)的频次-----2
('棚舍',)的频次-----1
('５５０公斤',)的频次-----1
('１０００多公斤',)的频次-----1
('５０００多公斤',)的频次-----1
('病弱',)的频次-----1
('烙饼',)的频次-----1
('土豆',)的频次-----1
('锄',)的频次-----2
('４０多块',)的频次-----2
('２０多块',)的频次-----1
('舀',)的频次-----1
('一条心',)的频次-----2
('正月十四',)的频次-----1
('陈正君',)的频次-----1
('矿务局',)的频次-----3
('零零碎碎',)的频次-----1
('３口',)的频次-----3
('节衣缩食',)的频次-----1
('乌达矿务局',)的频次-----1
('小河口镇',)的频次-----2
('拦网',)的频次-----14
('母鹿',)的频次-----1
('天鹅洲',)的频次-----5
('小河镇',)的频次-----1
('旺旺',)的频次-----3
('１９９７年７月２０日',)的频次-----1
('１３４头',)的频次-----1
('外迁',)的频次-----1
('百余头',)的频次-----1
('受惊',)的频次-----1
('１０月９日',)的频次-----1
('全国环境保护执法检查团湖北团第二分团',)的频次-----1
('石首市',)的频次-----2
('天鹅洲麋鹿自然保护区',)的频次-----1
('天鹅洲自然保护区',)的频次-----3
('１９９５年１月１０日',)的频次-----2
('南海子',)的频次-----3
('天鹅洲保护区',)的频次-----2
('６００头',)的频次-----1
('３４头',)的频次-----1
('３０头',)的频次-----2
('天鹅洲湿地麋鹿自然保护区',)的频次-----1
('１９９３年１０月３１日',)的频次-----1
('石首天鹅洲',)的频次-----3
('荆',)的频次-----2
('犀',)的频次-----1
('１９８５年夏天',)的频次-----1
('乌邦寺',)的频次-----1
('塔维斯托克',)的频次-----1
('侯爵',)的频次-----1
('６０多头',)的频次-----1
('皇家猎苑',)的频次-----2
('江苏大丰县林场',)的频次-----1
('贝特福',)的频次-----1
('１８头',)的频次-----1
('乌邦寺别墅',)的频次-----1
('五六百头',)的频次-----1
('八国联军',)的频次-----1
('永定河',)的频次-----2
('先民',)的频次-----3
('６００多头',)的频次-----1
('南海子麋鹿苑',)的频次-----1
('华容县',)的频次-----1
('富阳市',)的频次-----1
('硫酸锌',)的频次-----1
('二百四十余万元',)的频次-----1
('明人',)的频次-----1
('建湖',)的频次-----1
('蔡春祥',)的频次-----1
('晁元君',)的频次-----1
('华蓥',)的频次-----1
('邱海鹰',)的频次-----1
('吴仲安',)的频次-----1
('黑车',)的频次-----19
('北京市公交总公司',)的频次-----1
('王新生',)的频次-----1
('公交总公司',)的频次-----1
('再就是',)的频次-----2
('调价',)的频次-----1
('２万辆',)的频次-----2
('６．５万辆',)的频次-----6
('三环',)的频次-----2
('北人出租公司',)的频次-----1
('郑九如',)的频次-----1
('七八个小时',)的频次-----1
('李振成',)的频次-----2
('扭头',)的频次-----1
('倏',)的频次-----1
('狡黠',)的频次-----1
('眨',)的频次-----1
('性子',)的频次-----2
('等价',)的频次-----6
('一两回',)的频次-----1
('煤气表',)的频次-----1
('谷贱伤农',)的频次-----1
('７１９万',)的频次-----1
('６４７万',)的频次-----1
('４．４个百分点',)的频次-----2
('１９９２—１９９６年',)的频次-----1
('５．９％',)的频次-----1
('１９８５—１９８８年',)的频次-----1
('１．２％',)的频次-----2
('１９８９—１９９１年',)的频次-----1
('１０—１５年',)的频次-----1
('５８．５％',)的频次-----2
('４３．５％',)的频次-----1
('商品性',)的频次-----2
('５６．６３％',)的频次-----1
('１９８５—１９９６年',)的频次-----2
('５６．３３％',)的频次-----1
('３９７．６元',)的频次-----1
('１９２６．０４元',)的频次-----1
('４．１７％',)的频次-----1
('５．６８％',)的频次-----1
('１９７８—１９８４年',)的频次-----1
('１３３．６元',)的频次-----1
('３５５．３元',)的频次-----1
('１５．１％',)的频次-----1
('中国社会科学院农村发展研究所',)的频次-----1
('韩俊',)的频次-----1
('胶州湾',)的频次-----1
('舟山群岛',)的频次-----3
('臭气冲天',)的频次-----1
('水上运动',)的频次-----1
('藻类',)的频次-----1
('渔汛',)的频次-----1
('金海湖',)的频次-----1
('北京市外企服务公司',)的频次-----1
('金海湖国家体育总局水上运动训练基地',)的频次-----1
('滑梯',)的频次-----1
('戏水',)的频次-----4
('苹果园',)的频次-----1
('四海水上乐园',)的频次-----2
('卡佩吉亚尼',)的频次-----2
('阿莫卡奇',)的频次-----2
('恶气',)的频次-----1
('如狼似虎',)的频次-----1
('武林',)的频次-----1
('笈',)的频次-----1
('搏杀',)的频次-----3
('１００多分钟',)的频次-----1
('之极',)的频次-----3
('小菜',)的频次-----2
('顺水',)的频次-----1
('联汇丰女队',)的频次-----1
('上海圣雪绒男队',)的频次-----1
('广东大豪男队',)的频次-----3
('熊柯',)的频次-----1
('高伟',)的频次-----2
('关亮',)的频次-----1
('大学生东方时代',)的频次-----1
('解放军工商银行女队',)的频次-----2
('北京联汇丰男队',)的频次-----2
('河南豫港',)的频次-----1
('大赛组委会',)的频次-----1
('毛致用',)的频次-----3
('汨罗队',)的频次-----1
('美国三江队',)的频次-----2
('君山区队',)的频次-----2
('俄罗斯海参崴队',)的频次-----2
('平江县队',)的频次-----1
('湘阴县队',)的频次-----1
('１—６名',)的频次-----1
('香港志峰队',)的频次-----1
('澳门独木舟队',)的频次-----1
('岳阳县队',)的频次-----1
('更衣室',)的频次-----4
('门框',)的频次-----4
('半支队',)的频次-----1
('大败',)的频次-----1
('第３０分钟',)的频次-----2
('金明玉',)的频次-----1
('信阳市工商城市信用社',)的频次-----1
('鼎力',)的频次-----1
('东方送餐有限责任公司',)的频次-----1
('四十八小时',)的频次-----1
('鲁南锻压机床厂',)的频次-----1
('李继猛',)的频次-----1
('吕传孝',)的频次-----4
('滕州市造纸机械厂',)的频次-----1
('ＧＮＪ',)的频次-----1
('蒸煮',)的频次-----1
('滕州市鲁贝尔鞋业有限公司',)的频次-----1
('湖北松木坪电厂团委',)的频次-----1
('陆宜芬',)的频次-----1
('孙永久',)的频次-----2
('吴家包村小学',)的频次-----1
('学前班',)的频次-----1
('住读',)的频次-----3
('庆贺寺乡付家坪小学',)的频次-----1
('周章喜',)的频次-----1
('孙远和',)的频次-----1
('樟家乡',)的频次-----1
('钦州市委',)的频次-----2
('覃芳平',)的频次-----1
('刘月才',)的频次-----2
('张黄镇',)的频次-----1
('新桥村',)的频次-----1
('张星文',)的频次-----1
('龙门镇',)的频次-----1
('茅家村',)的频次-----1
('浦北县委',)的频次-----1
('２６００元',)的频次-----1
('十星级',)的频次-----3
('安踏（鞋业）集团',)的频次-----1
('广州市实力科技公司',)的频次-----1
('克莱蒙特',)的频次-----2
('西班牙足协',)的频次-----1
('２００４年',)的频次-----1
('内耗',)的频次-----2
('卡洛斯',)的频次-----8
('赛况',)的频次-----2
('６分',)的频次-----7
('平手',)的频次-----1
('飞跑',)的频次-----1
('ＢＢＣ',)的频次-----2
('特莱弗·布鲁金',)的频次-----2
('苏维萨雷塔',)的频次-----1
('韦斯特',)的频次-----1
('７∶２',)的频次-----1
('今番',)的频次-----1
('回击',)的频次-----2
('博内夫',)的频次-----3
('阿莫',)的频次-----1
('阿吉莱拉',)的频次-----1
('埃塞贝里亚',)的频次-----1
('阿尔方索',)的频次-----1
('索菲娅',)的频次-----2
('王后',)的频次-----2
('北京奥神',)的频次-----1
('北京京狮',)的频次-----1
('本月２７日',)的频次-----2
('外露',)的频次-----1
('无华',)的频次-----4
('牙买加队',)的频次-----12
('决斗',)的频次-----1
('十六颗',)的频次-----1
('佩雷拉',)的频次-----3
('特鲁西耶',)的频次-----2
('克莱门特',)的频次-----1
('第２６分钟',)的频次-----1
('河锡舟',)的频次-----3
('柳相铁',)的频次-----1
('尼利斯',)的频次-----1
('赫尔南德斯',)的频次-----1
('佩莱斯',)的频次-----1
('１４分钟',)的频次-----1
('以弱胜强',)的频次-----1
('自大',)的频次-----1
('目空一切',)的频次-----1
('韩国ＬＧ队',)的频次-----2
('埃克兰德',)的频次-----1
('德索阿萨',)的频次-----1
('徐莹',)的频次-----1
('泰利特北京围棋女队',)的频次-----3
('北京大宝女子围棋队',)的频次-----1
('北京围棋女队',)的频次-----1
('北京棋院',)的频次-----2
('泰利特集团',)的频次-----1
('蔡振华',)的频次-----1
('郭瑾浩',)的频次-----3
('称臣',)的频次-----1
('三局',)的频次-----2
('２０∶２２',)的频次-----1
('２１∶１４',)的频次-----1
('苏州体育馆',)的频次-----1
